SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC41341,7,12,0,3,0,0,0,0,0,4,3,11,0,0,0,0,0,7,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27
SSC41342,8,18,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,6,7,6,7,0,0,11,34
SSC41343,446,874,6,20,42,186,0,4,286,1060,326,1271,26,114,33,123,49,174,110,408,439,1683,3,5,7,25,5,16,54,126,66,173,10,26,22,47,71,145,98,216,162,390,21,52,1074,2996
SSC41344,40,76,0,0,3,21,0,0,14,53,15,71,0,0,0,10,14,37,13,48,34,117,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,3,3,3,3,5,0,0,73,197
SSC41345,46,83,0,0,0,8,0,0,16,75,22,83,0,0,0,4,11,24,10,28,27,104,0,6,3,10,0,0,3,17,11,23,0,0,0,3,0,3,5,8,11,29,0,0,82,221
SSC41346,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC41347,11,20,0,0,0,5,0,0,0,13,3,18,0,0,0,0,0,4,0,4,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43
SSC41348,14,31,0,0,4,15,0,0,12,31,13,49,0,0,0,0,0,3,0,3,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,85
SSC41349,10,17,0,0,0,0,0,0,3,17,3,17,0,0,0,3,3,12,6,17,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,57
SSC41350,70,131,0,8,5,35,0,5,21,89,34,134,5,35,15,48,16,52,38,130,68,266,0,0,3,9,0,3,5,16,5,23,0,0,3,3,7,14,12,23,17,43,0,3,152,442
SSC41351,92,188,0,0,6,32,0,10,34,139,44,181,0,8,4,16,8,33,21,55,62,229,0,0,3,17,0,0,9,33,12,46,0,4,0,3,14,21,13,28,25,79,0,0,187,495
SSC41352,3,9,0,0,0,3,0,5,0,8,5,18,0,0,0,0,3,8,3,8,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31
SSC41353,482,958,5,18,40,188,8,41,236,899,287,1141,33,153,42,137,123,368,195,657,482,1799,0,0,15,44,3,9,62,158,82,209,9,23,23,52,67,147,97,225,180,431,11,19,1160,3214
SSC41354,191,390,0,22,16,81,3,12,113,412,142,521,10,46,13,39,25,75,48,162,186,679,0,0,11,29,0,3,26,66,39,99,3,5,10,23,22,39,36,69,68,173,15,32,462,1264
SSC41355,183,354,0,4,31,154,0,7,120,482,160,641,19,74,32,110,27,76,78,260,237,899,0,0,4,10,0,0,13,37,23,49,0,10,12,29,11,19,25,61,45,111,7,6,466,1376
SSC41356,6,10,0,0,0,0,0,0,4,14,4,14,0,0,0,0,0,3,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18
SSC41357,0,3,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SSC41358,6,16,0,0,0,4,0,0,0,3,3,12,0,0,0,0,0,3,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25
SSC41359,3,14,0,0,0,7,0,0,3,12,3,19,0,0,0,0,0,3,0,3,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,36
SSC41360,244,473,4,22,32,155,3,12,207,764,242,954,8,27,23,66,45,153,71,249,313,1203,3,10,9,26,0,4,42,94,48,138,9,19,18,40,54,120,82,186,128,324,19,32,703,2038
SSC41361,135,270,4,16,15,75,3,17,98,383,124,496,12,63,17,67,31,86,62,213,186,710,0,0,8,26,0,0,16,43,23,71,0,0,7,22,17,48,26,68,54,135,12,25,385,1144
SSC41362,318,618,0,4,51,211,3,18,214,816,267,1057,19,79,73,248,68,211,163,539,424,1587,0,0,4,17,0,0,28,70,38,87,7,25,20,45,41,82,69,149,101,237,12,30,856,2473
SSC41363,3,10,0,0,0,3,0,0,0,8,3,7,0,3,0,0,0,4,0,8,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21
SSC41364,63,125,0,0,6,21,0,0,36,136,39,155,0,4,3,17,5,22,10,39,52,190,0,0,0,0,0,0,3,9,3,9,0,0,0,3,3,8,3,8,6,18,0,0,118,332
SSC41365,117,230,0,0,4,15,0,0,17,76,20,87,5,13,5,21,10,19,15,57,37,147,0,0,0,15,0,0,7,20,10,39,0,7,0,3,9,11,13,20,23,59,0,0,178,439
SSC41366,4,8,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,3,8,18
SSC41367,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC41368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41369,97,188,0,0,5,37,0,4,51,186,57,232,3,13,7,34,16,46,31,96,87,322,0,0,0,0,0,0,8,23,13,26,0,0,3,7,13,27,17,32,29,63,8,17,216,586
SSC41370,8,18,0,0,0,6,0,0,9,22,4,28,0,0,0,0,0,3,0,3,5,30,0,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,7,0,0,22,56
SSC41371,360,704,3,16,44,191,3,17,222,897,272,1119,18,70,45,158,55,171,120,400,396,1520,0,3,9,16,3,13,22,57,39,90,6,11,13,35,32,65,50,108,89,200,10,22,852,2447
SSC41372,241,475,5,26,24,103,8,34,162,606,198,773,12,39,16,50,44,140,73,229,271,996,0,0,8,27,3,8,47,133,58,167,3,5,7,19,28,61,39,81,92,254,5,10,613,1731
SSC41373,25,51,0,0,0,6,0,10,11,47,15,66,0,4,3,14,10,21,10,38,31,106,0,0,0,3,0,0,3,5,3,10,0,0,4,8,4,11,10,21,9,27,0,0,62,187
SSC41374,42,81,0,0,4,18,0,4,61,239,64,263,0,4,7,18,6,25,14,48,81,313,0,0,0,3,0,0,3,14,9,12,0,0,0,0,3,8,3,8,9,28,0,9,136,427
SSC41375,0,0,0,0,0,0,0,0,0,9,0,9,0,3,0,4,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,17
SSC41376,3,7,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14
SSC41377,10,21,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,6,0,6,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37
SSC41378,10,11,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18
SSC41379,21,33,0,0,4,17,0,0,7,23,6,43,0,7,0,0,0,3,3,13,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,33,92
SSC41380,121,242,0,0,25,105,0,0,92,353,114,459,14,45,40,135,29,86,76,263,194,723,0,0,6,18,0,4,4,15,13,42,3,13,6,14,10,19,18,45,34,88,0,3,351,1050
SSC41381,0,0,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SSC41382,840,1638,12,69,64,317,15,71,387,1511,478,1966,33,137,58,182,112,351,204,666,685,2628,9,35,33,110,8,36,104,276,157,459,12,34,37,75,77,158,124,271,285,727,19,35,1822,5027
SSC41383,178,351,0,0,19,74,0,4,83,344,101,424,3,4,7,17,20,60,31,86,127,506,0,0,0,5,3,11,18,46,21,64,0,0,7,12,11,29,20,43,43,106,4,8,358,971
SSC41384,4,8,0,0,3,8,0,0,4,18,9,24,0,0,0,3,0,0,0,3,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34
SSC41385,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
SSC41386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41388,261,530,7,34,22,92,4,11,120,455,153,599,14,57,16,62,46,146,77,261,228,864,0,9,9,37,0,3,35,86,54,136,3,16,9,30,60,124,80,169,131,308,21,47,641,1743
SSC41389,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13
SSC41390,78,150,0,0,8,46,0,6,42,173,51,223,9,37,21,61,17,51,46,147,90,376,0,0,3,9,0,6,3,5,7,22,3,4,0,3,3,3,8,15,14,40,0,0,182,566
SSC41391,56,118,0,6,8,36,0,0,17,63,22,100,3,11,4,10,4,18,12,40,37,139,0,0,0,0,0,0,5,15,5,15,0,4,0,0,3,10,10,15,12,27,0,0,108,282
SSC41392,4,7,0,0,0,0,0,0,3,9,3,9,0,0,0,3,0,5,3,5,5,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,9,28
SSC41393,10,14,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,3,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,23
SSC41394,14,26,0,0,0,11,0,0,7,22,10,34,0,0,0,3,3,9,3,16,10,46,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,26,75
SSC41395,6,19,0,0,0,4,0,0,4,11,5,16,0,7,0,0,0,0,0,7,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34
SSC41396,355,702,4,10,34,149,10,45,240,913,287,1120,19,91,25,92,92,288,138,464,425,1591,0,3,9,35,0,3,69,188,84,224,10,19,18,48,65,150,94,217,175,441,12,27,968,2754
SSC41397,0,3,0,6,0,0,0,0,0,11,3,15,0,7,0,5,0,0,3,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29
SSC41398,77,152,3,9,9,47,3,13,44,166,56,240,8,30,5,15,20,54,33,101,85,334,0,0,0,6,0,0,0,9,3,11,0,0,0,0,3,6,3,6,5,20,3,5,170,510
SSC41399,32,63,0,7,0,14,0,0,8,24,8,40,0,4,3,12,7,24,12,40,23,85,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,19,8,15,13,20,0,0,65,171
SSC41400,14,27,0,0,3,7,0,0,9,49,16,59,3,9,0,4,4,18,12,38,24,95,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,3,10,0,0,44,132
SSC41401,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,9,5,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21
SSC41402,234,461,3,34,16,76,0,3,63,247,87,357,6,19,7,14,36,115,48,148,131,502,0,3,9,30,5,9,41,106,55,150,0,3,9,21,25,54,36,80,95,234,8,23,468,1221
SSC41403,0,3,0,6,0,6,0,0,0,4,4,18,0,0,0,3,0,0,0,3,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
SSC41404,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SSC41405,63,131,3,11,5,28,0,3,29,108,32,150,0,7,9,22,16,42,22,67,59,216,0,0,0,0,0,0,3,13,5,18,0,7,0,4,3,10,6,16,9,29,3,7,131,385
SSC41406,603,1178,8,27,52,252,11,46,251,971,319,1303,23,97,45,139,95,293,161,533,484,1832,0,5,13,33,0,4,80,208,92,253,3,18,13,36,55,105,78,160,173,409,14,20,1264,3443
SSC41407,266,532,5,12,31,135,12,47,132,516,175,712,4,19,20,76,68,221,98,320,269,1029,3,21,25,84,7,36,100,276,136,421,8,20,17,46,82,179,109,247,248,666,25,49,812,2274
SSC41408,7,12,0,0,0,0,0,0,3,17,3,17,0,0,0,0,0,3,0,3,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,34
SSC41409,6,9,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,11,3,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,8,0,0,10,27
SSC41410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41411,4,12,0,0,0,10,0,0,3,12,3,25,0,3,0,0,0,3,0,4,5,31,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,13,46
SSC41412,31,66,0,3,4,19,0,0,18,96,27,119,0,0,3,4,6,19,10,23,34,145,0,0,0,3,0,3,3,12,3,15,0,0,6,11,0,4,5,13,11,25,0,0,78,236
SSC41413,0,4,0,0,0,0,0,3,0,3,3,4,0,0,0,5,0,0,0,5,4,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,13
SSC41414,59,115,0,0,3,8,0,7,18,70,20,80,7,15,4,12,10,21,15,54,37,137,0,0,3,3,0,5,10,20,15,31,0,0,6,10,9,19,12,31,27,60,0,4,124,318
SSC41415,30,59,0,0,3,11,0,5,14,44,12,64,3,17,3,11,7,16,10,45,28,105,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,3,4,8,0,0,62,174
SSC41416,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SSC41417,35,71,7,23,7,29,0,5,15,69,30,133,3,9,8,21,3,9,9,38,41,169,0,0,0,0,0,0,5,9,5,9,0,3,0,4,0,3,3,6,9,22,0,0,80,257
SSC41418,380,751,7,25,49,222,12,68,195,718,259,1026,22,92,57,191,92,292,170,575,431,1604,0,8,6,30,4,10,26,66,42,115,10,22,13,36,51,98,73,158,112,276,12,33,940,2662
SSC41419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41420,16,25,0,0,0,0,0,7,7,28,8,28,0,6,0,0,0,3,4,11,12,39,0,0,0,0,0,0,3,10,3,10,0,0,0,3,0,3,0,5,3,12,0,0,27,82
SSC41421,7,21,0,0,0,3,0,0,10,41,13,52,0,7,3,8,6,17,8,32,17,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,4,7,0,0,34,109
SSC41422,178,345,0,11,12,53,3,10,39,156,62,236,18,57,12,42,39,117,70,220,125,459,0,0,0,5,0,0,11,23,14,27,0,0,3,9,7,18,14,31,25,57,3,6,328,861
SSC41423,4,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12
SSC41424,98,194,0,5,15,69,0,3,57,212,71,289,18,63,12,42,14,39,39,142,107,434,0,0,0,9,0,0,8,20,16,24,0,0,5,7,12,21,13,32,25,54,0,4,241,688
SSC41425,13,32,0,9,0,7,0,0,0,5,7,22,0,0,0,3,0,5,3,8,7,32,0,0,0,0,0,0,3,5,3,5,0,0,0,5,0,6,4,8,6,16,0,0,26,75
SSC41426,4,6,0,0,0,0,0,0,5,11,5,11,0,0,0,0,0,3,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
SSC41427,24,47,0,0,0,0,0,0,7,14,7,14,0,6,0,0,0,3,3,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,26,67
SSC41428,19,39,0,0,0,3,0,0,7,36,14,45,3,7,3,12,4,17,9,38,21,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,7,0,0,47,124
SSC41429,119,237,0,3,8,27,0,8,69,239,79,277,8,26,13,31,24,72,35,123,118,397,0,0,3,21,4,13,28,58,32,85,7,10,11,16,18,38,31,63,65,147,19,47,321,831
SSC41430,65,131,0,8,6,27,3,21,23,94,34,146,3,19,10,19,8,36,22,69,57,213,0,0,0,3,0,0,11,30,16,32,0,4,0,3,4,8,9,15,20,52,3,5,148,404
SSC41431,0,0,0,0,0,5,0,0,4,15,7,21,0,0,0,0,3,10,3,10,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28
SSC41432,30,62,0,0,0,0,0,9,7,26,7,36,0,8,0,0,5,11,4,14,11,53,0,0,0,0,0,0,5,10,3,11,0,0,0,3,3,6,3,6,11,23,0,0,54,131
SSC41433,20,34,0,0,6,16,0,0,15,57,18,71,3,7,4,13,5,12,7,31,27,107,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,10,0,10,3,12,0,0,46,153
SSC41434,5,12,0,0,3,4,0,0,0,12,6,16,0,4,0,0,0,3,3,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33
SSC41435,3,3,0,0,0,0,0,0,3,7,3,7,0,4,0,0,0,0,0,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
SSC41436,39,69,0,4,4,10,0,0,27,88,27,107,0,4,4,8,4,11,9,28,34,134,0,0,0,4,0,0,0,12,3,10,0,3,0,0,0,0,0,3,3,13,0,3,77,218
SSC41437,39,81,0,0,0,3,0,8,9,25,6,32,5,13,0,4,6,12,7,27,13,58,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,3,0,3,3,5,0,0,62,148
SSC41438,46,90,0,0,0,0,0,0,5,21,5,21,0,0,0,3,0,3,3,4,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,53,113
SSC41439,9,16,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,25
SSC41440,71,135,0,5,8,27,0,5,36,166,47,211,0,3,3,10,6,8,8,24,52,229,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,6,0,6,4,13,0,3,130,388
SSC41441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,14,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
SSC41442,6,11,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22
SSC41443,33,62,0,3,0,9,0,5,12,59,20,78,4,20,0,0,7,23,8,38,33,110,0,0,0,3,0,0,4,13,5,14,0,0,0,0,3,10,3,10,7,23,0,0,67,195
SSC41444,4,3,0,0,0,0,0,6,0,9,4,13,0,3,0,0,0,3,3,10,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26
SSC41445,288,564,3,9,44,194,0,4,171,690,215,901,32,130,62,214,38,128,135,467,350,1364,0,0,9,23,0,3,20,43,30,71,6,12,18,36,20,39,34,84,63,154,6,13,709,2097
SSC41446,0,6,0,0,0,3,0,0,0,7,4,10,0,0,0,0,0,3,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
SSC41447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41448,241,477,3,20,43,183,4,14,158,603,200,822,20,91,56,180,51,150,119,422,322,1246,0,0,4,4,0,0,31,67,32,72,7,13,17,33,35,73,55,121,88,194,17,35,669,1948
SSC41449,9,13,0,0,0,3,0,0,8,14,6,23,0,0,4,7,3,6,5,12,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54
SSC41450,375,746,0,8,43,198,3,21,242,881,289,1104,26,107,30,102,86,273,140,480,426,1587,3,18,7,17,4,26,48,102,61,161,5,19,22,50,91,189,117,257,174,416,26,53,1000,2804
SSC41451,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,3,0,4,3,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14
SSC41452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SSC41453,14,25,0,0,0,4,0,0,4,12,4,18,3,12,0,0,6,14,7,20,11,39,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,3,0,3,3,8,0,0,30,73
SSC41454,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20
SSC41455,379,758,0,4,52,241,5,26,255,971,311,1248,43,181,59,206,66,201,170,586,483,1827,0,7,6,17,3,14,47,110,55,142,9,37,23,52,63,127,93,218,153,365,21,41,1037,2991
SSC41456,103,211,0,0,9,37,3,15,84,322,101,372,16,58,41,126,15,49,67,230,164,603,0,9,3,10,0,3,20,40,28,64,9,30,5,20,15,29,27,76,52,138,6,14,335,966
SSC41457,314,617,0,13,25,122,11,56,225,836,266,1021,40,157,46,149,87,260,170,563,435,1585,0,0,3,17,3,14,44,107,55,143,10,25,17,39,44,92,66,155,123,301,6,20,883,2523
SSC41458,52,102,4,9,6,39,4,14,36,129,47,195,3,20,5,18,24,68,28,104,81,302,0,0,0,0,0,0,11,24,11,24,0,0,0,3,4,11,3,12,19,36,0,3,143,443
SSC41459,12,31,0,0,0,7,0,0,10,24,12,33,0,0,4,9,3,8,4,18,15,54,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,0,3,5,5,7,0,0,36,94
SSC41460,270,516,3,8,17,71,4,26,70,273,94,375,3,16,12,36,11,39,26,86,125,460,0,0,3,10,0,3,22,56,28,74,0,4,7,15,11,19,19,38,46,113,3,5,442,1093
SSC41461,32,66,4,10,3,15,0,0,13,49,22,80,3,12,3,9,7,27,16,54,33,131,0,0,0,0,0,0,4,9,4,9,0,7,0,0,3,5,3,7,6,21,0,3,75,217
SSC41462,0,3,0,0,0,4,0,0,3,8,5,12,0,0,0,4,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18
SSC41463,153,295,0,0,29,138,0,12,100,378,132,525,16,65,34,126,35,95,89,284,218,811,0,0,4,9,0,7,21,45,21,53,0,16,4,13,10,13,15,43,38,98,7,9,415,1212
SSC41464,248,502,4,23,41,188,9,49,161,630,214,883,22,79,22,71,79,254,122,403,335,1288,0,6,7,41,0,3,38,102,54,156,3,13,6,18,32,70,41,94,94,256,8,24,684,2059
SSC41465,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC41466,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC41467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41468,40,76,0,10,5,25,0,5,11,44,22,80,4,25,8,23,11,42,25,92,46,173,0,0,0,0,0,0,3,6,3,6,0,0,0,0,3,8,3,8,6,13,0,0,91,257
SSC41469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41470,7,13,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,3,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25
SSC41471,3,3,0,0,0,4,0,0,3,15,3,19,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23
SSC41472,214,430,0,10,19,95,6,21,158,576,185,710,18,83,24,81,50,172,98,337,281,1043,0,0,3,11,0,3,28,67,32,81,6,19,18,38,35,81,60,136,93,218,12,24,604,1717
